instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
3617,2011-06-04,2,0,6,0,6,0,1,0.74,0.6515,0.33,0.2239,193,258,451,14.0
3618,2011-06-04,2,0,6,0,6,0,2,0.74,0.6515,0.27,0.4179,180,224,404,15.0
3619,2011-06-04,2,0,6,0,6,0,2,0.72,0.6515,0.3,0.1343,168,272,440,16.0
3620,2011-06-04,2,0,6,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202,344,17.0
3621,2011-06-04,2,0,6,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214,341,18.0
3622,2011-06-04,2,0,6,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206,285,19.0
3623,2011-06-04,2,0,6,0,6,0,2,0.7,0.6515,0.48,0.0896,90,149,239,20.0
3624,2011-06-04,2,0,6,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139,185,21.0
3625,2011-06-04,2,0,6,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190,22.0
3626,2011-06-04,2,0,6,0,6,0,2,0.64,0.6212,0.57,0.194,29,121,150,23.0
3627,2011-06-05,2,0,6,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113,0.0
3628,2011-06-05,2,0,6,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96,1.0
3629,2011-06-05,2,0,6,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64,2.0
3630,2011-06-05,2,0,6,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47,3.0
3631,2011-06-05,2,0,6,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12,4.0
3632,2011-06-05,2,0,6,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6,5.0
3633,2011-06-05,2,0,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21,6.0
3634,2011-06-05,2,0,6,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27,7.0
3635,2011-06-05,2,0,6,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98,8.0
3636,2011-06-05,2,0,6,0,0,0,2,0.6,0.5758,0.78,0.194,53,111,164,9.0
3637,2011-06-05,2,0,6,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251,10.0
3638,2011-06-05,2,0,6,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335,11.0
3639,2011-06-05,2,0,6,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335,12.0
3640,2011-06-05,2,0,6,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367,13.0
3641,2011-06-05,2,0,6,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385,14.0
3642,2011-06-05,2,0,6,0,0,0,1,0.7,0.6515,0.54,0.194,161,256,417,15.0
3643,2011-06-05,2,0,6,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398,16.0
3644,2011-06-05,2,0,6,0,0,0,1,0.74,0.6667,0.51,0.194,126,264,390,17.0
3645,2011-06-05,2,0,6,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363,18.0
3646,2011-06-05,2,0,6,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357,19.0
3647,2011-06-05,2,0,6,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279,20.0
3648,2011-06-05,2,0,6,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165,21.0
3649,2011-06-05,2,0,6,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130,22.0
3650,2011-06-05,2,0,6,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86,23.0
3651,2011-06-06,2,0,6,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,29,0.0
3652,2011-06-06,2,0,6,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14,1.0
3653,2011-06-06,2,0,6,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8,2.0
3654,2011-06-06,2,0,6,0,1,1,1,0.58,0.5455,0.88,0.194,2,3,5,3.0
3655,2011-06-06,2,0,6,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8,4.0
3656,2011-06-06,2,0,6,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31,5.0
3657,2011-06-06,2,0,6,0,1,1,1,0.58,0.5455,0.88,0.194,11,101,112,6.0
3658,2011-06-06,2,0,6,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299,7.0
3659,2011-06-06,2,0,6,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438,8.0
3660,2011-06-06,2,0,6,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188,9.0
3661,2011-06-06,2,0,6,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95,10.0
3662,2011-06-06,2,0,6,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111,11.0
3663,2011-06-06,2,0,6,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153,12.0
3664,2011-06-06,2,0,6,0,1,1,1,0.78,0.6818,0.35,0.194,28,152,180,13.0
3665,2011-06-06,2,0,6,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145,14.0
3666,2011-06-06,2,0,6,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165,15.0
3667,2011-06-06,2,0,6,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267,16.0
3668,2011-06-06,2,0,6,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579,17.0
3669,2011-06-06,2,0,6,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556,18.0
3670,2011-06-06,2,0,6,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407,19.0
3671,2011-06-06,2,0,6,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336,20.0
3672,2011-06-06,2,0,6,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189,21.0
3673,2011-06-06,2,0,6,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173,22.0
3674,2011-06-06,2,0,6,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60,23.0
3675,2011-06-07,2,0,6,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20,0.0
3676,2011-06-07,2,0,6,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2,4,1.0
3677,2011-06-07,2,0,6,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2,5,2.0
3678,2011-06-07,2,0,6,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2,3.0
3679,2011-06-07,2,0,6,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3,5,4.0
3680,2011-06-07,2,0,6,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30,32,5.0
3681,2011-06-07,2,0,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116,126,6.0
3682,2011-06-07,2,0,6,0,2,1,2,0.64,0.6061,0.69,0.194,23,311,334,7.0
3683,2011-06-07,2,0,6,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477,8.0
3684,2011-06-07,2,0,6,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217,9.0
3685,2011-06-07,2,0,6,0,2,1,2,0.76,0.6818,0.48,0.194,37,86,123,10.0
3686,2011-06-07,2,0,6,0,2,1,2,0.76,0.697,0.52,0.2537,38,113,151,11.0
3687,2011-06-07,2,0,6,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141,183,12.0
3688,2011-06-07,2,0,6,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196,13.0
3689,2011-06-07,2,0,6,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146,14.0
3690,2011-06-07,2,0,6,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183,15.0
3691,2011-06-07,2,0,6,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308,16.0
3692,2011-06-07,2,0,6,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539,17.0
3693,2011-06-07,2,0,6,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551,18.0
3694,2011-06-07,2,0,6,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424,19.0
3695,2011-06-07,2,0,6,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346,20.0
3696,2011-06-07,2,0,6,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218,21.0
3697,2011-06-07,2,0,6,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153,22.0
3698,2011-06-07,2,0,6,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90,23.0
3699,2011-06-08,2,0,6,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41,0.0
3700,2011-06-08,2,0,6,0,3,1,1,0.66,0.6061,0.78,0.194,3,20,23,1.0
3701,2011-06-08,2,0,6,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7,2.0
3702,2011-06-08,2,0,6,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3,3.0
3703,2011-06-08,2,0,6,0,3,1,1,0.62,0.5758,0.83,0.194,0,6,6,4.0
3704,2011-06-08,2,0,6,0,3,1,1,0.62,0.5606,0.88,0.194,0,21,21,5.0
3705,2011-06-08,2,0,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116,6.0
3706,2011-06-08,2,0,6,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353,7.0
3707,2011-06-08,2,0,6,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481,8.0
3708,2011-06-08,2,0,6,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202,9.0
3709,2011-06-08,2,0,6,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90,10.0
3710,2011-06-08,2,0,6,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134,11.0
3711,2011-06-08,2,0,6,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149,12.0
3712,2011-06-08,2,0,6,0,3,1,1,0.9,0.8485,0.42,0.194,20,116,136,13.0
3713,2011-06-08,2,0,6,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155,14.0
3714,2011-06-08,2,0,6,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,128,15.0
3715,2011-06-08,2,0,6,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233,16.0
3716,2011-06-08,2,0,6,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506,17.0
3717,2011-06-08,2,0,6,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459,18.0
3718,2011-06-08,2,0,6,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384,19.0
3719,2011-06-08,2,0,6,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280,20.0
3720,2011-06-08,2,0,6,0,3,1,1,0.8,0.803,0.66,0.1343,34,168,202,21.0
3721,2011-06-08,2,0,6,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,176,22.0
3722,2011-06-08,2,0,6,0,3,1,1,0.76,0.7424,0.75,0.194,18,98,116,23.0
3723,2011-06-09,2,0,6,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40,47,0.0
3724,2011-06-09,2,0,6,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16,1.0
3725,2011-06-09,2,0,6,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,6,2.0
3726,2011-06-09,2,0,6,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2,3.0
3727,2011-06-09,2,0,6,0,4,1,2,0.72,0.697,0.79,0.0896,2,4,6,4.0
3728,2011-06-09,2,0,6,0,4,1,2,0.7,0.6667,0.84,0.194,1,19,20,5.0
3729,2011-06-09,2,0,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105,118,6.0
3730,2011-06-09,2,0,6,0,4,1,2,0.72,0.697,0.79,0.1343,31,283,314,7.0
3731,2011-06-09,2,0,6,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400,432,8.0
3732,2011-06-09,2,0,6,0,4,1,1,0.84,0.7879,0.49,0.194,20,148,168,9.0
3733,2011-06-09,2,0,6,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,94,10.0
3734,2011-06-09,2,0,6,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,118,11.0
3735,2011-06-09,2,0,6,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140,12.0
3736,2011-06-09,2,0,6,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,136,13.0
3737,2011-06-09,2,0,6,0,4,1,1,0.92,0.8788,0.4,0.194,25,93,118,14.0
3738,2011-06-09,2,0,6,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,104,15.0
3739,2011-06-09,2,0,6,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170,200,16.0
3740,2011-06-09,2,0,6,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,409,17.0
3741,2011-06-09,2,0,6,0,4,1,1,0.88,0.803,0.39,0.2836,52,414,466,18.0
3742,2011-06-09,2,0,6,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271,326,19.0
3743,2011-06-09,2,0,6,0,4,1,2,0.8,0.7273,0.43,0.194,40,214,254,20.0
3744,2011-06-09,2,0,6,0,4,1,3,0.76,0.697,0.52,0.194,29,142,171,21.0
3745,2011-06-09,2,0,6,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131,153,22.0
3746,2011-06-09,2,0,6,0,4,1,2,0.74,0.697,0.57,0.1642,15,82,97,23.0
3747,2011-06-10,2,0,6,0,5,1,3,0.7,0.6515,0.65,0.2239,8,61,69,0.0
3748,2011-06-10,2,0,6,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18,23,1.0
3749,2011-06-10,2,0,6,0,5,1,1,0.68,0.6364,0.69,0.1642,6,7,13,2.0
3750,2011-06-10,2,0,6,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3,6,3.0
3751,2011-06-10,2,0,6,0,5,1,1,0.66,0.6061,0.78,0.1642,0,4,4,4.0
3752,2011-06-10,2,0,6,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28,28,5.0
3753,2011-06-10,2,0,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10,94,104,6.0
3754,2011-06-10,2,0,6,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242,267,7.0
3755,2011-06-10,2,0,6,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,452,8.0
3756,2011-06-10,2,0,6,0,5,1,1,0.76,0.697,0.55,0.194,37,176,213,9.0
3757,2011-06-10,2,0,6,0,5,1,1,0.78,0.7121,0.52,0.194,23,88,111,10.0
3758,2011-06-10,2,0,6,0,5,1,1,0.82,0.7576,0.46,0.194,46,107,153,11.0
3759,2011-06-10,2,0,6,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167,207,12.0
3760,2011-06-10,2,0,6,0,5,1,1,0.84,0.7576,0.44,0.1045,40,149,189,13.0
3761,2011-06-10,2,0,6,0,5,1,1,0.86,0.7727,0.39,0.194,44,121,165,14.0
3762,2011-06-10,2,0,6,0,5,1,1,0.84,0.7576,0.44,0.1045,49,163,212,15.0
3763,2011-06-10,2,0,6,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239,285,16.0
3764,2011-06-10,2,0,6,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454,517,17.0
3765,2011-06-10,2,0,6,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463,18.0
3766,2011-06-10,2,0,6,0,5,1,1,0.78,0.7424,0.59,0.194,61,245,306,19.0
3767,2011-06-10,2,0,6,0,5,1,1,0.76,0.7121,0.62,0.1045,53,197,250,20.0
3768,2011-06-10,2,0,6,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163,218,21.0
3769,2011-06-10,2,0,6,0,5,1,1,0.72,0.697,0.74,0.2537,40,145,185,22.0
3770,2011-06-10,2,0,6,0,5,1,1,0.72,0.697,0.74,0.1642,36,110,146,23.0
3771,2011-06-11,2,0,6,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89,117,0.0
3772,2011-06-11,2,0,6,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67,77,1.0
3773,2011-06-11,2,0,6,0,6,0,1,0.7,0.6667,0.79,0.1045,10,50,60,2.0
3774,2011-06-11,2,0,6,0,6,0,1,0.68,0.6364,0.83,0.0896,10,18,28,3.0
3775,2011-06-11,2,0,6,0,6,0,1,0.68,0.6364,0.79,0.0896,4,9,13,4.0
3776,2011-06-11,2,0,6,0,6,0,1,0.68,0.6364,0.74,0.1343,4,12,16,5.0
3777,2011-06-11,2,0,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9,31,40,6.0
3778,2011-06-11,2,0,6,0,6,0,1,0.72,0.6667,0.58,0.194,18,50,68,7.0
3779,2011-06-11,2,0,6,0,6,0,1,0.74,0.6818,0.58,0.194,32,111,143,8.0
3780,2011-06-11,2,0,6,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171,230,9.0
3781,2011-06-11,2,0,6,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173,264,10.0
3782,2011-06-11,2,0,6,0,6,0,1,0.76,0.7121,0.62,0.1343,110,215,325,11.0
3783,2011-06-11,2,0,6,0,6,0,1,0.8,0.7576,0.55,0.2239,112,235,347,12.0
3784,2011-06-11,2,0,6,0,6,0,1,0.8,0.7576,0.55,0.194,150,237,387,13.0
3785,2011-06-11,2,0,6,0,6,0,1,0.82,0.7727,0.49,0.1045,148,232,380,14.0
3786,2011-06-11,2,0,6,0,6,0,1,0.82,0.7727,0.49,0.1045,142,232,374,15.0
3787,2011-06-11,2,0,6,0,6,0,2,0.8,0.7273,0.46,0.194,169,225,394,16.0
3788,2011-06-11,2,0,6,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,337,17.0
3789,2011-06-11,2,0,6,0,6,0,2,0.72,0.6818,0.62,0.1343,131,155,286,18.0
3790,2011-06-11,2,0,6,0,6,0,1,0.7,0.6515,0.65,0.194,97,167,264,19.0
3791,2011-06-11,2,0,6,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,275,20.0
3792,2011-06-11,2,0,6,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,220,21.0
3793,2011-06-11,2,0,6,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,190,22.0
3794,2011-06-11,2,0,6,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,131,23.0
3795,2011-06-12,2,0,6,0,0,0,1,0.66,0.6061,0.78,0.2239,19,100,119,0.0
3796,2011-06-12,2,0,6,0,0,0,1,0.64,0.5758,0.83,0.1045,19,74,93,1.0
3797,2011-06-12,2,0,6,0,0,0,1,0.64,0.5758,0.89,0.2537,9,57,66,2.0
3798,2011-06-12,2,0,6,0,0,0,1,0.64,0.5758,0.89,0.2836,8,20,28,3.0
3799,2011-06-12,2,0,6,0,0,0,1,0.62,0.5606,0.88,0.1642,8,6,14,4.0
3800,2011-06-12,2,0,6,0,0,0,1,0.62,0.5606,0.88,0.2239,5,5,10,5.0
3801,2011-06-12,2,0,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14,6.0
3802,2011-06-12,2,0,6,0,0,0,1,0.64,0.5909,0.78,0.1045,7,27,34,7.0
3803,2011-06-12,2,0,6,0,0,0,1,0.7,0.6667,0.74,0.194,28,64,92,8.0
3804,2011-06-12,2,0,6,0,0,0,1,0.72,0.6818,0.66,0.194,75,107,182,9.0
3805,2011-06-12,2,0,6,0,0,0,1,0.76,0.7121,0.58,0.0896,120,191,311,10.0
3806,2011-06-12,2,0,6,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367,11.0
3807,2011-06-12,2,0,6,0,0,0,1,0.82,0.7576,0.46,0.194,176,244,420,12.0
3808,2011-06-12,2,0,6,0,0,0,1,0.78,0.7424,0.59,0.2836,109,264,373,13.0
3809,2011-06-12,2,0,6,0,0,0,1,0.82,0.7879,0.56,0.2537,96,219,315,14.0
3810,2011-06-12,2,0,6,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360,15.0
3811,2011-06-12,2,0,6,0,0,0,3,0.68,0.6364,0.83,0.2836,115,235,350,16.0
3812,2011-06-12,2,0,6,0,0,0,3,0.68,0.6364,0.83,0.2836,94,158,252,17.0
3813,2011-06-12,2,0,6,0,0,0,1,0.7,0.6667,0.74,0.1642,69,187,256,18.0
3814,2011-06-12,2,0,6,0,0,0,1,0.7,0.6667,0.74,0.1045,67,156,223,19.0
3815,2011-06-12,2,0,6,0,0,0,1,0.66,0.6061,0.83,0.1642,62,144,206,20.0
3816,2011-06-12,2,0,6,0,0,0,1,0.66,0.6061,0.83,0.1045,39,101,140,21.0
3817,2011-06-12,2,0,6,0,0,0,1,0.64,0.5758,0.83,0.1343,31,97,128,22.0
3818,2011-06-12,2,0,6,0,0,0,1,0.64,0.5909,0.78,0.194,33,74,107,23.0
3819,2011-06-13,2,0,6,0,1,1,1,0.64,0.5909,0.78,0.1343,8,20,28,0.0
3820,2011-06-13,2,0,6,0,1,1,1,0.64,0.6061,0.73,0.2239,6,10,16,1.0
3821,2011-06-13,2,0,6,0,1,1,1,0.62,0.5909,0.73,0.2836,2,8,10,2.0
3822,2011-06-13,2,0,6,0,1,1,1,0.6,0.6061,0.6,0.4925,1,6,7,3.0
3823,2011-06-13,2,0,6,0,1,1,1,0.56,0.5303,0.64,0.2985,1,3,4,4.0
3824,2011-06-13,2,0,6,0,1,1,1,0.54,0.5152,0.64,0.3881,2,27,29,5.0
3825,2011-06-13,2,0,6,0,1,1,1,0.54,0.5152,0.64,0.4179,7,98,105,6.0
3826,2011-06-13,2,0,6,0,1,1,1,0.56,0.5303,0.56,0.3582,26,302,328,7.0
3827,2011-06-13,2,0,6,0,1,1,1,0.58,0.5455,0.49,0.4478,44,432,476,8.0
3828,2011-06-13,2,0,6,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,224,9.0
3829,2011-06-13,2,0,6,0,1,1,1,0.64,0.6212,0.41,0.3284,38,80,118,10.0
3830,2011-06-13,2,0,6,0,1,1,1,0.66,0.6212,0.41,0.2985,53,106,159,11.0
3831,2011-06-13,2,0,6,0,1,1,1,0.66,0.6212,0.41,0.2836,35,161,196,12.0
3832,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.37,0.194,53,174,227,13.0
3833,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.34,0.2537,55,145,200,14.0
3834,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,185,15.0
3835,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.37,0.4179,64,262,326,16.0
3836,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.39,0.3284,72,529,601,17.0
3837,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.37,0.3582,76,510,586,18.0
3838,2011-06-13,2,0,6,0,1,1,1,0.66,0.6212,0.39,0.2836,75,348,423,19.0
3839,2011-06-13,2,0,6,0,1,1,1,0.64,0.6212,0.44,0.2537,78,253,331,20.0
3840,2011-06-13,2,0,6,0,1,1,1,0.64,0.6212,0.41,0.2537,40,178,218,21.0
3841,2011-06-13,2,0,6,0,1,1,1,0.62,0.6212,0.46,0.2239,20,114,134,22.0
3842,2011-06-13,2,0,6,0,1,1,1,0.62,0.6212,0.46,0.194,14,75,89,23.0
3843,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.49,0.194,13,18,31,0.0
3844,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.49,0.2537,3,10,13,1.0
3845,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.49,0.2836,2,8,10,2.0
3846,2011-06-14,2,0,6,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,2,3.0
3847,2011-06-14,2,0,6,0,2,1,1,0.54,0.5152,0.6,0.2537,0,3,3,4.0
3848,2011-06-14,2,0,6,0,2,1,1,0.54,0.5152,0.56,0.3284,3,23,26,5.0
3849,2011-06-14,2,0,6,0,2,1,1,0.54,0.5152,0.56,0.2985,6,107,113,6.0
3850,2011-06-14,2,0,6,0,2,1,1,0.56,0.5303,0.52,0.4179,19,346,365,7.0
3851,2011-06-14,2,0,6,0,2,1,1,0.58,0.5455,0.49,0.3881,45,441,486,8.0
3852,2011-06-14,2,0,6,0,2,1,1,0.62,0.6212,0.46,0.194,19,174,193,9.0
3853,2011-06-14,2,0,6,0,2,1,1,0.62,0.6212,0.46,0.2239,33,97,130,10.0
3854,2011-06-14,2,0,6,0,2,1,1,0.64,0.6212,0.41,0.2836,40,103,143,11.0
3855,2011-06-14,2,0,6,0,2,1,1,0.64,0.6212,0.41,0.3582,30,139,169,12.0
3856,2011-06-14,2,0,6,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,209,13.0
3857,2011-06-14,2,0,6,0,2,1,2,0.64,0.6212,0.47,0.194,41,118,159,14.0
3858,2011-06-14,2,0,6,0,2,1,1,0.64,0.6212,0.47,0.1642,42,136,178,15.0
3859,2011-06-14,2,0,6,0,2,1,1,0.68,0.6364,0.41,0.194,51,279,330,16.0
3860,2011-06-14,2,0,6,0,2,1,3,0.64,0.6212,0.5,0.2836,85,484,569,17.0
3861,2011-06-14,2,0,6,0,2,1,1,0.62,0.6212,0.51,0.3284,65,473,538,18.0
3862,2011-06-14,2,0,6,0,2,1,1,0.64,0.6212,0.5,0.3582,51,335,386,19.0
3863,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.56,0.1642,60,237,297,20.0
3864,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,243,21.0
3865,2011-06-14,2,0,6,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188,22.0
3866,2011-06-14,2,0,6,0,2,1,1,0.56,0.5303,0.68,0.2239,19,91,110,23.0
3867,2011-06-15,2,0,6,0,3,1,1,0.56,0.5303,0.64,0.3582,8,44,52,0.0
3868,2011-06-15,2,0,6,0,3,1,1,0.54,0.5152,0.64,0.2836,0,14,14,1.0
3869,2011-06-15,2,0,6,0,3,1,1,0.52,0.5,0.63,0.2239,0,9,9,2.0
3870,2011-06-15,2,0,6,0,3,1,1,0.5,0.4848,0.68,0.2537,0,1,1,3.0
3871,2011-06-15,2,0,6,0,3,1,1,0.5,0.4848,0.63,0.2836,0,4,4,4.0
3872,2011-06-15,2,0,6,0,3,1,1,0.48,0.4697,0.67,0.2836,1,20,21,5.0
3873,2011-06-15,2,0,6,0,3,1,1,0.5,0.4848,0.63,0.2537,11,110,121,6.0
3874,2011-06-15,2,0,6,0,3,1,1,0.54,0.5152,0.6,0.1343,22,348,370,7.0
3875,2011-06-15,2,0,6,0,3,1,1,0.58,0.5455,0.53,0.1343,53,445,498,8.0
3876,2011-06-15,2,0,6,0,3,1,1,0.6,0.6212,0.49,0.194,22,185,207,9.0
3877,2011-06-15,2,0,6,0,3,1,1,0.64,0.6212,0.47,0.1642,27,108,135,10.0
3878,2011-06-15,2,0,6,0,3,1,1,0.68,0.6364,0.36,0.194,49,115,164,11.0
3879,2011-06-15,2,0,6,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,211,12.0
3880,2011-06-15,2,0,6,0,3,1,1,0.74,0.6515,0.28,0.2836,43,146,189,13.0
3881,2011-06-15,2,0,6,0,3,1,1,0.74,0.6515,0.28,0.194,50,128,178,14.0
3882,2011-06-15,2,0,6,0,3,1,1,0.76,0.6667,0.27,0.194,33,131,164,15.0
3883,2011-06-15,2,0,6,0,3,1,1,0.76,0.6667,0.27,0.1343,47,265,312,16.0
3884,2011-06-15,2,0,6,0,3,1,1,0.74,0.6515,0.28,0.1045,83,555,638,17.0
3885,2011-06-15,2,0,6,0,3,1,1,0.72,0.6515,0.32,0.1343,80,527,607,18.0
